"","Income","Education"
"9506",23985,"HS"
"9507",29978,"AD"
"9508",42821,"BD"
"9509",41528,"Grad"
"9510",21977,"HS"
"9511",30787,"AD"
"9512",39063,"BD"
"9513",39550,"Grad"
"9514",26476,"HS"
"9515",26436,"AD"
"9516",36992,"BD"
"9517",57250,"Grad"
"9518",20357,"HS"
"9519",27083,"AD"
"9520",40724,"BD"
"9521",50208,"Grad"
"9522",23056,"HS"
"9523",24318,"AD"
"9524",35761,"BD"
"9525",43500,"Grad"
"9526",25662,"HS"
"9527",30625,"AD"
"9528",37045,"BD"
"9529",40893,"Grad"
"9530",21563,"HS"
"9531",25516,"AD"
"9532",37917,"BD"
"9533",35393,"Grad"
"9534",23170,"HS"
"9535",24554,"AD"
"9536",36125,"BD"
"9537",35000,"Grad"
"9538",26664,"HS"
"9539",34453,"AD"
"9540",36067,"BD"
"9541",33750,"Grad"
"9542",20241,"HS"
"9543",25446,"AD"
"9544",33682,"BD"
"9545",50833,"Grad"
"9546",26466,"HS"
"9547",27850,"AD"
"9548",37857,"BD"
"9549",76000,"Grad"
"9550",27288,"HS"
"9551",32065,"AD"
"9552",31389,"BD"
"9553",56250,"Grad"
"9554",26761,"HS"
"9555",31523,"AD"
"9556",35294,"BD"
"9557",33889,"Grad"
"9558",30034,"HS"
"9559",31705,"AD"
"9560",33563,"BD"
"9561",39583,"Grad"
"9562",25089,"HS"
"9563",24861,"AD"
"9564",24375,"BD"
"9565",52917,"Grad"
"9566",25651,"HS"
"9567",32413,"AD"
"9568",44458,"BD"
"9569",50236,"Grad"
"9570",25783,"HS"
"9571",28077,"AD"
"9572",31351,"BD"
"9573",48333,"Grad"
"9574",28750,"HS"
"9575",26625,"AD"
"9576",38966,"BD"
"9577",2857,"Grad"
"9578",21541,"HS"
"9579",31161,"AD"
"9580",30463,"BD"
"9581",27361,"Grad"
"9582",26042,"HS"
"9583",24596,"AD"
"9584",38250,"BD"
"9585",51042,"Grad"
"9586",17813,"HS"
"9587",27024,"AD"
"9588",25000,"BD"
"9589",55313,"Grad"
"9590",27639,"HS"
"9591",31089,"AD"
"9592",33936,"BD"
"9593",51250,"Grad"
"9594",28941,"HS"
"9595",27073,"AD"
"9596",36084,"BD"
"9597",51351,"Grad"
"9598",25115,"HS"
"9599",29119,"AD"
"9600",36517,"BD"
"9601",54057,"Grad"
"9602",30684,"HS"
"9603",36535,"AD"
"9604",44602,"BD"
"9605",66057,"Grad"
"9606",25469,"HS"
"9607",28542,"AD"
"9608",38194,"BD"
"9609",35341,"Grad"
"9610",26533,"HS"
"9611",31105,"AD"
"9612",38051,"BD"
"9613",52614,"Grad"
"9614",25648,"HS"
"9615",27283,"AD"
"9616",42760,"BD"
"9617",44583,"Grad"
"9618",19274,"HS"
"9619",29087,"AD"
"9620",37375,"BD"
"9621",53214,"Grad"
"9622",28329,"HS"
"9623",31048,"AD"
"9624",38521,"BD"
"9625",59539,"Grad"
"9626",21893,"HS"
"9627",23264,"AD"
"9628",34063,"BD"
"9629",33036,"Grad"
"9630",28864,"HS"
"9631",29348,"AD"
"9632",26842,"BD"
"9633",65380,"Grad"
"9634",27793,"HS"
"9635",32119,"AD"
"9636",40438,"BD"
"9637",52100,"Grad"
"9638",31541,"HS"
"9639",30153,"AD"
"9640",39524,"BD"
"9641",36071,"Grad"
"9642",25444,"HS"
"9643",29061,"AD"
"9644",40883,"BD"
"9645",54809,"Grad"
"9646",21250,"HS"
"9647",30028,"AD"
"9648",29737,"BD"
"9649",31786,"Grad"
"9650",21932,"HS"
"9651",29375,"AD"
"9652",34537,"BD"
"9653",33229,"Grad"
"9654",24425,"HS"
"9655",27102,"AD"
"9656",41944,"BD"
"9657",50278,"Grad"
"9658",26383,"HS"
"9659",30956,"AD"
"9660",31761,"BD"
"9661",40417,"Grad"
"9662",18038,"HS"
"9663",23506,"AD"
"9664",37734,"BD"
"9665",40417,"Grad"
"9666",26266,"HS"
"9667",25056,"AD"
"9668",32965,"BD"
"9669",46719,"Grad"
"9670",26352,"HS"
"9671",29421,"AD"
"9672",38558,"BD"
"9673",51375,"Grad"
"9674",28661,"HS"
"9675",31552,"AD"
"9676",40486,"BD"
"9677",46875,"Grad"
"9678",23198,"HS"
"9679",21964,"AD"
"9680",40909,"BD"
"9681",42396,"Grad"
"9682",21740,"HS"
"9683",24286,"AD"
"9684",33396,"BD"
"9685",61379,"Grad"
"9686",30500,"HS"
"9687",30491,"AD"
"9688",37083,"BD"
"9689",31154,"Grad"
"9690",30320,"HS"
"9691",34338,"AD"
"9692",43103,"BD"
"9693",56366,"Grad"
"9694",24107,"HS"
"9695",26539,"AD"
"9696",36977,"BD"
"9697",57679,"Grad"
"9698",27105,"HS"
"9699",30092,"AD"
"9700",40488,"BD"
"9701",49556,"Grad"
"9702",19896,"HS"
"9703",21031,"AD"
"9704",37180,"BD"
"9705",50250,"Grad"
"9706",27354,"HS"
"9707",33922,"AD"
"9708",46643,"BD"
"9709",60104,"Grad"
"9710",25542,"HS"
"9711",32447,"AD"
"9712",42576,"BD"
"9713",53606,"Grad"
"9714",25124,"HS"
"9715",26888,"AD"
"9716",41296,"BD"
"9717",42837,"Grad"
"9718",22012,"HS"
"9719",26511,"AD"
"9720",33500,"BD"
"9721",38438,"Grad"
"9722",25915,"HS"
"9723",31393,"AD"
"9724",43888,"BD"
"9725",52102,"Grad"
"9726",25602,"HS"
"9727",29014,"AD"
"9728",40102,"BD"
"9729",51225,"Grad"
"9730",25155,"HS"
"9731",28171,"AD"
"9732",39128,"BD"
"9733",43970,"Grad"
"9734",26769,"HS"
"9735",26988,"AD"
"9736",42803,"BD"
"9737",42411,"Grad"
"9738",22821,"HS"
"9739",28224,"AD"
"9740",33926,"BD"
"9741",49333,"Grad"
"9742",24254,"HS"
"9743",25760,"AD"
"9744",32034,"BD"
"9745",43029,"Grad"
"9746",31115,"HS"
"9747",38101,"AD"
"9748",41703,"BD"
"9749",58906,"Grad"
"9750",25110,"HS"
"9751",30704,"AD"
"9752",41381,"BD"
"9753",52558,"Grad"
"9754",25346,"HS"
"9755",27864,"AD"
"9756",38472,"BD"
"9757",51400,"Grad"
"9758",22352,"HS"
"9759",26141,"AD"
"9760",39750,"BD"
"9761",43696,"Grad"
"9762",22795,"HS"
"9763",27227,"AD"
"9764",35270,"BD"
"9765",45268,"Grad"
"9766",23278,"HS"
"9767",30187,"AD"
"9768",43842,"BD"
"9769",49775,"Grad"
"9770",24965,"HS"
"9771",32149,"AD"
"9772",39900,"BD"
"9773",53750,"Grad"
"9774",22694,"HS"
"9775",26501,"AD"
"9776",33686,"BD"
"9777",40234,"Grad"
"9778",24929,"HS"
"9779",31228,"AD"
"9780",42369,"BD"
"9781",57526,"Grad"
"9782",26456,"HS"
"9783",31320,"AD"
"9784",32356,"BD"
"9785",52670,"Grad"
"9786",23251,"HS"
"9787",36063,"AD"
"9788",42231,"BD"
"9789",44323,"Grad"
"9790",26586,"HS"
"9791",32277,"AD"
"9792",37198,"BD"
"9793",60395,"Grad"
"9794",25567,"HS"
"9795",29412,"AD"
"9796",37764,"BD"
"9797",54067,"Grad"
"9798",30630,"HS"
"9799",39059,"AD"
"9800",53222,"BD"
"9801",55313,"Grad"
"9802",21381,"HS"
"9803",26497,"AD"
"9804",35120,"BD"
"9805",43194,"Grad"
"9806",26051,"HS"
"9807",30522,"AD"
"9808",41242,"BD"
"9809",56705,"Grad"
"9810",23309,"HS"
"9811",27227,"AD"
"9812",40607,"BD"
"9813",49672,"Grad"
"9814",26781,"HS"
"9815",29624,"AD"
"9816",34364,"BD"
"9817",46707,"Grad"
"9818",21918,"HS"
"9819",29551,"AD"
"9820",48571,"BD"
"9821",44500,"Grad"
"9822",23462,"HS"
"9823",28365,"AD"
"9824",36390,"BD"
"9825",44642,"Grad"
"9826",19365,"HS"
"9827",26645,"AD"
"9828",39946,"BD"
"9829",36688,"Grad"
"9830",25010,"HS"
"9831",30277,"AD"
"9832",38308,"BD"
"9833",48518,"Grad"
"9834",24973,"HS"
"9835",31522,"AD"
"9836",44541,"BD"
"9837",59947,"Grad"
"9838",20058,"HS"
"9839",22026,"AD"
"9840",32898,"BD"
"9841",44808,"Grad"
"9842",25709,"HS"
"9843",27380,"AD"
"9844",36432,"BD"
"9845",50411,"Grad"
"9846",23439,"HS"
"9847",25095,"AD"
"9848",38730,"BD"
"9849",48810,"Grad"
"9850",24832,"HS"
"9851",29853,"AD"
"9852",43214,"BD"
"9853",52500,"Grad"
"9854",22919,"HS"
"9855",30419,"AD"
"9856",40640,"BD"
"9857",48125,"Grad"
"9858",26862,"HS"
"9859",31368,"AD"
"9860",45026,"BD"
"9861",48661,"Grad"
"9862",22445,"HS"
"9863",25531,"AD"
"9864",35462,"BD"
"9865",49250,"Grad"
"9866",23847,"HS"
"9867",33242,"AD"
"9868",42831,"BD"
"9869",55302,"Grad"
"9870",26003,"HS"
"9871",27866,"AD"
"9872",36176,"BD"
"9873",53977,"Grad"
"9874",24407,"HS"
"9875",30274,"AD"
"9876",47522,"BD"
"9877",42861,"Grad"
"9878",23498,"HS"
"9879",26691,"AD"
"9880",43600,"BD"
"9881",46932,"Grad"
"9882",23306,"HS"
"9883",29537,"AD"
"9884",41142,"BD"
"9885",45066,"Grad"
"9886",23371,"HS"
"9887",22456,"AD"
"9888",39118,"BD"
"9889",53233,"Grad"
"9890",25533,"HS"
"9891",31634,"AD"
"9892",45436,"BD"
"9893",58384,"Grad"
"9894",24650,"HS"
"9895",23125,"AD"
"9896",30500,"BD"
"9897",90000,"Grad"
"9898",23857,"HS"
"9899",26695,"AD"
"9900",38053,"BD"
"9901",45303,"Grad"
"9902",24823,"HS"
"9903",30174,"AD"
"9904",37316,"BD"
"9905",44770,"Grad"
"9906",23065,"HS"
"9907",29011,"AD"
"9908",33404,"BD"
"9909",36083,"Grad"
"9910",28367,"HS"
"9911",29199,"AD"
"9912",43008,"BD"
"9913",56463,"Grad"
"9914",25515,"HS"
"9915",30450,"AD"
"9916",43735,"BD"
"9917",54927,"Grad"
"9918",25767,"HS"
"9919",29792,"AD"
"9920",42766,"BD"
"9921",45096,"Grad"
"9922",21889,"HS"
"9923",26271,"AD"
"9924",37596,"BD"
"9925",51307,"Grad"
"9926",24517,"HS"
"9927",29872,"AD"
"9928",43780,"BD"
"9929",43403,"Grad"
"9930",25970,"HS"
"9931",30362,"AD"
"9932",41125,"BD"
"9933",53981,"Grad"
"9934",26017,"HS"
"9935",30896,"AD"
"9936",40316,"BD"
"9937",49765,"Grad"
"9938",24859,"HS"
"9939",31035,"AD"
"9940",41641,"BD"
"9941",45156,"Grad"
"9942",26399,"HS"
"9943",31884,"AD"
"9944",43031,"BD"
"9945",50375,"Grad"
"9946",22993,"HS"
"9947",32289,"AD"
"9948",35703,"BD"
"9949",50288,"Grad"
"9950",23285,"HS"
"9951",28240,"AD"
"9952",38032,"BD"
"9953",48942,"Grad"
"9954",27370,"HS"
"9955",32329,"AD"
"9956",41599,"BD"
"9957",55511,"Grad"
"9958",23415,"HS"
"9959",28672,"AD"
"9960",31406,"BD"
"9961",45956,"Grad"
"9962",26111,"HS"
"9963",29492,"AD"
"9964",35854,"BD"
"9965",52150,"Grad"
"9966",24567,"HS"
"9967",28826,"AD"
"9968",39076,"BD"
"9969",47972,"Grad"
"9970",23073,"HS"
"9971",26674,"AD"
"9972",39688,"BD"
"9973",50417,"Grad"
"9974",17354,"HS"
"9975",29622,"AD"
"9976",29075,"BD"
"9977",46513,"Grad"
"9978",23610,"HS"
"9979",27440,"AD"
"9980",34688,"BD"
"9981",58750,"Grad"
"9982",24608,"HS"
"9983",29945,"AD"
"9984",32296,"BD"
"9985",48583,"Grad"
"9986",24379,"HS"
"9987",26046,"AD"
"9988",41629,"BD"
"9989",50651,"Grad"
"9990",27465,"HS"
"9991",26371,"AD"
"9992",36067,"BD"
"9993",50519,"Grad"
"9994",24691,"HS"
"9995",31474,"AD"
"9996",44170,"BD"
"9997",56380,"Grad"
"9998",30101,"HS"
"9999",35550,"AD"
"10000",44853,"BD"
"10001",52946,"Grad"
"10002",30963,"HS"
"10003",35249,"AD"
"10004",43536,"BD"
"10005",54874,"Grad"
"10006",23244,"HS"
"10007",23316,"AD"
"10008",30840,"BD"
"10009",44639,"Grad"
"10010",25120,"HS"
"10011",32473,"AD"
"10012",31372,"BD"
"10013",47931,"Grad"
"10014",23602,"HS"
"10015",27818,"AD"
"10016",37233,"BD"
"10017",47448,"Grad"
"10018",25588,"HS"
"10019",31626,"AD"
"10020",48169,"BD"
"10021",61641,"Grad"
"10022",30398,"HS"
"10023",33306,"AD"
"10024",39595,"BD"
"10025",54840,"Grad"
"10026",24688,"HS"
"10027",30797,"AD"
"10028",45357,"BD"
"10029",50078,"Grad"
"10030",23685,"HS"
"10031",28706,"AD"
"10032",43450,"BD"
"10033",57522,"Grad"
"10034",29932,"HS"
"10035",35241,"AD"
"10036",46775,"BD"
"10037",54564,"Grad"
"10038",26841,"HS"
"10039",35232,"AD"
"10040",46802,"BD"
"10041",55367,"Grad"
"10042",30041,"HS"
"10043",24931,"AD"
"10044",26750,"BD"
"10045",39250,"Grad"
"10046",27493,"HS"
"10047",32233,"AD"
"10048",44549,"BD"
"10049",64135,"Grad"
"10050",25543,"HS"
"10051",32429,"AD"
"10052",41328,"BD"
"10053",44301,"Grad"
"10054",23308,"HS"
"10055",37083,"AD"
"10056",33203,"BD"
"10057",43450,"Grad"
"10058",25320,"HS"
"10059",27109,"AD"
"10060",39720,"BD"
"10061",47833,"Grad"
"10062",24063,"HS"
"10063",29603,"AD"
"10064",43106,"BD"
"10065",53311,"Grad"
"10066",22335,"HS"
"10067",30245,"AD"
"10068",40268,"BD"
"10069",42724,"Grad"
"10070",24952,"HS"
"10071",26372,"AD"
"10072",31921,"BD"
"10073",51092,"Grad"
"10074",22235,"HS"
"10075",29614,"AD"
"10076",40702,"BD"
"10077",60625,"Grad"
"10078",31961,"HS"
"10079",41218,"AD"
"10080",58393,"BD"
"10081",81697,"Grad"
"10082",30749,"HS"
"10083",40044,"AD"
"10084",51395,"BD"
"10085",61949,"Grad"
"10086",27862,"HS"
"10087",31401,"AD"
"10088",41109,"BD"
"10089",50417,"Grad"
"10090",36344,"HS"
"10091",40026,"AD"
"10092",47708,"BD"
"10093",75000,"Grad"
"10094",24212,"HS"
"10095",26796,"AD"
"10096",44264,"BD"
"10097",54291,"Grad"
"10098",21189,"HS"
"10099",25733,"AD"
"10100",45500,"BD"
"10101",54160,"Grad"
"10102",34607,"HS"
"10103",40701,"AD"
"10104",45602,"BD"
"10105",54531,"Grad"
"10106",30761,"HS"
"10107",35227,"AD"
"10108",49750,"BD"
"10109",50625,"Grad"
"10110",25459,"HS"
"10111",33626,"AD"
"10112",50060,"BD"
"10113",59018,"Grad"
"10114",33096,"HS"
"10115",33217,"AD"
"10116",49211,"BD"
"10117",61725,"Grad"
"10118",34365,"HS"
"10119",30278,"AD"
"10120",41429,"BD"
"10121",53864,"Grad"
"10122",22919,"HS"
"10123",30020,"AD"
"10124",38603,"BD"
"10125",57974,"Grad"
"10126",28185,"HS"
"10127",35629,"AD"
"10128",47536,"BD"
"10129",53734,"Grad"
"10130",28828,"HS"
"10131",33707,"AD"
"10132",44181,"BD"
"10133",35357,"Grad"
"10134",25000,"HS"
"10135",29226,"AD"
"10136",51349,"BD"
"10137",53142,"Grad"
"10138",28156,"HS"
"10139",33692,"AD"
"10140",46357,"BD"
"10141",61533,"Grad"
"10142",25363,"HS"
"10143",31904,"AD"
"10144",48547,"BD"
"10145",64160,"Grad"
"10146",25743,"HS"
"10147",23472,"AD"
"10148",40991,"BD"
"10149",44643,"Grad"
"10150",38750,"HS"
"10151",46667,"AD"
"10152",55486,"BD"
"10153",39444,"Grad"
"10154",28381,"HS"
"10155",30405,"AD"
"10156",43618,"BD"
"10157",54459,"Grad"
"10158",25780,"HS"
"10159",31655,"AD"
"10160",42257,"BD"
"10161",52777,"Grad"
"10162",32580,"HS"
"10163",42362,"AD"
"10164",60780,"BD"
"10165",73608,"Grad"
"10166",25230,"HS"
"10167",31229,"AD"
"10168",41429,"BD"
"10169",56618,"Grad"
"10170",25474,"HS"
"10171",30599,"AD"
"10172",40885,"BD"
"10173",34846,"Grad"
"10174",26522,"HS"
"10175",27017,"AD"
"10176",34659,"BD"
"10177",52500,"Grad"
"10178",20266,"HS"
"10179",22222,"AD"
"10180",35214,"BD"
"10181",39313,"Grad"
"10182",27100,"HS"
"10183",30716,"AD"
"10184",42515,"BD"
"10185",48080,"Grad"
"10186",31150,"HS"
"10187",34347,"AD"
"10188",40278,"BD"
"10189",40000,"Grad"
"10190",27061,"HS"
"10191",35822,"AD"
"10192",46009,"BD"
"10193",54375,"Grad"
"10194",27567,"HS"
"10195",32594,"AD"
"10196",47823,"BD"
"10197",64476,"Grad"
"10198",25901,"HS"
"10199",34320,"AD"
"10200",42981,"BD"
"10201",56500,"Grad"
"10202",28636,"HS"
"10203",33808,"AD"
"10204",48229,"BD"
"10205",57854,"Grad"
"10206",21263,"HS"
"10207",24879,"AD"
"10208",43231,"BD"
"10209",59755,"Grad"
"10210",28618,"HS"
"10211",29494,"AD"
"10212",45053,"BD"
"10213",59260,"Grad"
"10214",35000,"HS"
"10215",35163,"AD"
"10216",48614,"BD"
"10217",42650,"Grad"
"10218",22432,"HS"
"10219",27908,"AD"
"10220",33782,"BD"
"10221",50625,"Grad"
"10222",25230,"HS"
"10223",29099,"AD"
"10224",43333,"BD"
"10225",42031,"Grad"
"10226",33974,"HS"
"10227",56502,"AD"
"10228",56484,"BD"
"10229",71028,"Grad"
"10230",25114,"HS"
"10231",26832,"AD"
"10232",46030,"BD"
"10233",48973,"Grad"
"10234",26111,"HS"
"10235",28782,"AD"
"10236",42500,"BD"
"10237",53398,"Grad"
"10238",30375,"HS"
"10239",34906,"AD"
"10240",44631,"BD"
"10241",51458,"Grad"
"10242",24263,"HS"
"10243",26484,"AD"
"10244",40625,"BD"
"10245",42857,"Grad"
"10246",25875,"HS"
"10247",24926,"AD"
"10248",38235,"BD"
"10249",52125,"Grad"
"10250",21660,"HS"
"10251",22500,"AD"
"10252",41681,"BD"
"10253",74688,"Grad"
"10254",30440,"HS"
"10255",40652,"AD"
"10256",62500,"BD"
"10257",83541,"Grad"
"10258",22012,"HS"
"10259",26172,"AD"
"10260",39750,"BD"
"10261",58472,"Grad"
"10262",27500,"HS"
"10263",34588,"AD"
"10264",42205,"BD"
"10265",61484,"Grad"
"10266",26625,"HS"
"10267",36002,"AD"
"10268",52473,"BD"
"10269",67064,"Grad"
"10270",28561,"HS"
"10271",26557,"AD"
"10272",41250,"BD"
"10273",45458,"Grad"
"10274",17038,"HS"
"10275",26159,"AD"
"10276",40288,"BD"
"10277",51250,"Grad"
"10278",28726,"HS"
"10279",34150,"AD"
"10280",44551,"BD"
"10281",61667,"Grad"
"10282",28702,"HS"
"10283",34284,"AD"
"10284",44400,"BD"
"10285",56495,"Grad"
"10286",21771,"HS"
"10287",29250,"AD"
"10288",45156,"BD"
"10289",52500,"Grad"
"10290",22154,"HS"
"10291",45000,"AD"
"10292",48750,"BD"
"10293",63661,"Grad"
"10294",40607,"HS"
"10295",28389,"AD"
"10296",34327,"BD"
"10297",40781,"Grad"
"10298",21378,"HS"
"10299",26417,"AD"
"10300",42169,"BD"
"10301",39519,"Grad"
"10302",13519,"HS"
"10303",28355,"AD"
"10304",46759,"BD"
"10305",47250,"Grad"
"10306",25313,"HS"
"10307",27311,"AD"
"10308",47188,"BD"
"10309",40139,"Grad"
"10310",26653,"HS"
"10311",34696,"AD"
"10312",52460,"BD"
"10313",66764,"Grad"
"10314",28786,"HS"
"10315",31651,"AD"
"10316",46555,"BD"
"10317",44825,"Grad"
"10318",27800,"HS"
"10319",31241,"AD"
"10320",44290,"BD"
"10321",47931,"Grad"
"10322",35074,"HS"
"10323",31935,"AD"
"10324",44079,"BD"
"10325",32917,"Grad"
"10326",31877,"HS"
"10327",40610,"AD"
"10328",56509,"BD"
"10329",68965,"Grad"
"10330",23044,"HS"
"10331",30907,"AD"
"10332",40906,"BD"
"10333",55817,"Grad"
"10334",18017,"HS"
"10335",26947,"AD"
"10336",38750,"BD"
"10337",51250,"Grad"
"10338",20309,"HS"
"10339",26045,"AD"
"10340",47218,"BD"
"10341",61196,"Grad"
"10342",26991,"HS"
"10343",30920,"AD"
"10344",46696,"BD"
"10345",55125,"Grad"
"10346",20041,"HS"
"10347",30327,"AD"
"10348",30521,"BD"
"10349",50917,"Grad"
"10350",25887,"HS"
"10351",27093,"AD"
"10352",37315,"BD"
"10353",43776,"Grad"
"10354",30693,"HS"
"10355",32387,"AD"
"10356",45666,"BD"
"10357",51316,"Grad"
"10358",32054,"HS"
"10359",36786,"AD"
"10360",31417,"BD"
"10361",13654,"Grad"
"10362",32305,"HS"
"10363",38943,"AD"
"10364",52614,"BD"
"10365",58969,"Grad"
"10366",21455,"HS"
"10367",27765,"AD"
"10368",45392,"BD"
"10369",57456,"Grad"
"10370",26985,"HS"
"10371",30474,"AD"
"10372",39087,"BD"
"10373",46118,"Grad"
"10374",24587,"HS"
"10375",30717,"AD"
"10376",40813,"BD"
"10377",51500,"Grad"
"10378",26030,"HS"
"10379",30628,"AD"
"10380",44294,"BD"
"10381",50457,"Grad"
"10382",30946,"HS"
"10383",28713,"AD"
"10384",42283,"BD"
"10385",67120,"Grad"
"10386",25320,"HS"
"10387",27992,"AD"
"10388",43640,"BD"
"10389",50714,"Grad"
"10390",27618,"HS"
"10391",27488,"AD"
"10392",47500,"BD"
"10393",46667,"Grad"
"10394",22054,"HS"
"10395",15682,"AD"
"10396",39400,"BD"
"10397",40750,"Grad"
"10398",30201,"HS"
"10399",41022,"AD"
"10400",62968,"BD"
"10401",79197,"Grad"
"10402",26066,"HS"
"10403",37969,"AD"
"10404",36985,"BD"
"10405",52620,"Grad"
"10406",25929,"HS"
"10407",30653,"AD"
"10408",37359,"BD"
"10409",45543,"Grad"
"10410",25094,"HS"
"10411",27768,"AD"
"10412",62917,"BD"
"10413",49919,"Grad"
"10414",29236,"HS"
"10415",37788,"AD"
"10416",51000,"BD"
"10417",49145,"Grad"
"10418",30020,"HS"
"10419",40522,"AD"
"10420",58541,"BD"
"10421",65124,"Grad"
"10422",32424,"HS"
"10423",30855,"AD"
"10424",37262,"BD"
"10425",37292,"Grad"
"10426",25080,"HS"
"10427",30547,"AD"
"10428",39900,"BD"
"10429",52192,"Grad"
"10430",34464,"HS"
"10431",47125,"AD"
"10432",52596,"BD"
"10433",56964,"Grad"
"10434",29797,"HS"
"10435",37230,"AD"
"10436",48641,"BD"
"10437",58750,"Grad"
"10438",21932,"HS"
"10439",33297,"AD"
"10440",42796,"BD"
"10441",53365,"Grad"
"10442",31366,"HS"
"10443",30839,"AD"
"10444",41322,"BD"
"10445",57361,"Grad"
"10446",26480,"HS"
"10447",31711,"AD"
"10448",48674,"BD"
"10449",59558,"Grad"
"10450",26615,"HS"
"10451",31083,"AD"
"10452",48593,"BD"
"10453",59745,"Grad"
"10454",30347,"HS"
"10455",32128,"AD"
"10456",47308,"BD"
"10457",49659,"Grad"
"10458",27307,"HS"
"10459",37352,"AD"
"10460",51371,"BD"
"10461",61906,"Grad"
"10462",25770,"HS"
"10463",28283,"AD"
"10464",41596,"BD"
"10465",57645,"Grad"
"10466",17401,"HS"
"10467",22159,"AD"
"10468",45750,"BD"
"10469",56250,"Grad"
"10470",21159,"HS"
"10471",31784,"AD"
"10472",40000,"BD"
"10473",49250,"Grad"
"10474",26852,"HS"
"10475",30089,"AD"
"10476",51979,"BD"
"10477",41250,"Grad"
"10478",21701,"HS"
"10479",26379,"AD"
"10480",22303,"BD"
"10481",51603,"Grad"
"10482",32424,"HS"
"10483",40662,"AD"
"10484",45694,"BD"
"10485",54468,"Grad"
"10486",27431,"HS"
"10487",35661,"AD"
"10488",54475,"BD"
"10489",72256,"Grad"
"10490",30813,"HS"
"10491",28350,"AD"
"10492",44383,"BD"
"10493",49839,"Grad"
"10494",29464,"HS"
"10495",32989,"AD"
"10496",48667,"BD"
"10497",43958,"Grad"
"10498",21214,"HS"
"10499",38321,"AD"
"10500",42368,"BD"
"10501",72757,"Grad"
"10502",31255,"HS"
"10503",33450,"AD"
"10504",51173,"BD"
"10505",59240,"Grad"
"10506",25717,"HS"
"10507",39932,"AD"
"10508",41827,"BD"
"10509",64750,"Grad"
"10510",24955,"HS"
"10511",30766,"AD"
"10512",43840,"BD"
"10513",51671,"Grad"
"10514",20007,"HS"
"10515",25244,"AD"
"10516",44766,"BD"
"10517",56486,"Grad"
"10518",25509,"HS"
"10519",31040,"AD"
"10520",43644,"BD"
"10521",51250,"Grad"
"10522",31198,"HS"
"10523",33255,"AD"
"10524",42238,"BD"
"10525",52992,"Grad"
"10526",28919,"HS"
"10527",34826,"AD"
"10528",52788,"BD"
"10529",60586,"Grad"
"10530",27626,"HS"
"10531",30612,"AD"
"10532",42108,"BD"
"10533",47279,"Grad"
"10534",25153,"HS"
"10535",24167,"AD"
"10536",37083,"BD"
"10537",56875,"Grad"
"10538",27391,"HS"
"10539",31011,"AD"
"10540",43750,"BD"
"10541",55417,"Grad"
"10542",16594,"HS"
"10543",20833,"AD"
"10544",35833,"BD"
"10545",55500,"Grad"
"10546",26612,"HS"
"10547",31740,"AD"
"10548",43250,"BD"
"10549",60208,"Grad"
"10550",31937,"HS"
"10551",31950,"AD"
"10552",46399,"BD"
"10553",59665,"Grad"
"10554",28722,"HS"
"10555",30048,"AD"
"10556",39167,"BD"
"10557",215500,"Grad"
"10558",29863,"HS"
"10559",32155,"AD"
"10560",38950,"BD"
"10561",55714,"Grad"
"10562",26717,"HS"
"10563",34275,"AD"
"10564",42285,"BD"
"10565",59167,"Grad"
"10566",28834,"HS"
"10567",31544,"AD"
"10568",41831,"BD"
"10569",55461,"Grad"
"10570",21250,"HS"
"10571",26694,"AD"
"10572",24967,"BD"
"10573",65750,"Grad"
"10574",25638,"HS"
"10575",32702,"AD"
"10576",47787,"BD"
"10577",61599,"Grad"
"10578",18805,"HS"
"10579",25278,"AD"
"10580",48320,"BD"
"10581",16818,"Grad"
"10582",28859,"HS"
"10583",31280,"AD"
"10584",39846,"BD"
"10585",43603,"Grad"
"10586",31567,"HS"
"10587",37625,"AD"
"10588",50242,"BD"
"10589",58815,"Grad"
"10590",23056,"HS"
"10591",18184,"AD"
"10592",39266,"BD"
"10593",52969,"Grad"
"10594",24299,"HS"
"10595",30045,"AD"
"10596",45966,"BD"
"10597",52589,"Grad"
"10598",32340,"HS"
"10599",38930,"AD"
"10600",51828,"BD"
"10601",62431,"Grad"
"10602",27375,"HS"
"10603",35597,"AD"
"10604",53950,"BD"
"10605",69447,"Grad"
"10606",30938,"HS"
"10607",30833,"AD"
"10608",37125,"BD"
"10609",54375,"Grad"
"10610",17143,"HS"
"10611",25909,"AD"
"10612",33750,"BD"
"10613",42917,"Grad"
"10614",23152,"HS"
"10615",28138,"AD"
"10616",41283,"BD"
"10617",49872,"Grad"
"10618",20625,"HS"
"10619",27244,"AD"
"10620",21667,"BD"
"10621",51154,"Grad"
"10622",39432,"HS"
"10623",37000,"AD"
"10624",43917,"BD"
"10625",19583,"HS"
"10626",38512,"AD"
"10627",22679,"BD"
"10628",34861,"Grad"
"10629",25350,"HS"
"10630",29408,"AD"
"10631",36074,"BD"
"10632",53060,"Grad"
"10633",21533,"HS"
"10634",30000,"AD"
"10635",33333,"BD"
"10636",53542,"Grad"
"10637",26639,"HS"
"10638",30191,"AD"
"10639",40164,"BD"
"10640",53639,"Grad"
"10641",23281,"HS"
"10642",28158,"AD"
"10643",45466,"BD"
"10644",52841,"Grad"
"10645",22513,"HS"
"10646",30971,"AD"
"10647",43862,"BD"
